"idElement","idChallenge","IsCheckpoint","Type","idMedia","X","Y","Width","Height","SourceUrl","Headline","MediaType","Uploaded"
2119,28,1,4,5199,0,13,11,11,"","<P STYLE=""font-size:20;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""color:#008000;font-weight:bold;"">Review â€œGlobaloria: Bridging the Civics Education Gap,â€ looking for points where you can insert a counterargument OR corroborating evidence. If you have the â€œskillz,â€ edit the video to insert this new footage. If youâ€™re still learning how to edit, just post the segments that could be added in.</SPAN><SPAN> </SPAN></P><P STYLE=""font-size:14;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-style:italic;"">Counterarguments can be: a fact denying the videoâ€™s argument; a clip of a â€œtalking headâ€ giving an opposing viewpoint; or clips that show the opposite of the footage (for example, you could follow up or replace the clip of the active students programming their games with a clip of disengaged students at each computer station, or a clip of rebellious students goofing off on non-curricular sites). Corroborating evidence is additional, supportive evidence. Complementary clips or facts from more sources help to back up arguments and make them seem stronger than just one personâ€™s opinion. </SPAN></P>",0,"2012-11-04 17:25:40"
2120,28,0,2,,0,29,11,5,"","",,""
2121,28,0,0,5194,11,13,11,4,"","<p style=""font-family: 'Portable User Interface'; font-weight: normal; font-style: normal; text-align: left; ""><span style=""font-weight: bold; ""><font size=""6""><font color=""#ff0000"">Synthesize.</font> Put it all together. What do the media, arguments, and missing elements tell you about the author of the challenge? How can this help you to decide what to think and do next?</font></span></p>",0,"2012-11-04 17:24:17"
16,29,0,1,955,0,0,50,50,"http://www.outdoorbound.com/images/photos/RockClimbingGunksWeb.jpg","From PLAY! 1.0",1,"2012-05-31 22:40:11"
2081,29,1,5,5408,12,11,12,5,"","Why might you think asking students to engage with challenges could be an additional resource and a richer learning experience for Arron Sams' class?",0,"2012-11-04 23:31:57"
2083,29,0,0,2471,0,0,10,5,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-size:28;"">A </SPAN><SPAN STYLE=""font-size:28;color:#008000;font-style:italic;"">good challenge</SPAN><SPAN STYLE=""font-size:28;""> offers a more robust way to â€œflip the classroomâ€ Arron Sams uses his classroom time for project-based work and walking around as a â€œguide on the sideâ€/mentor. He asks his students to watch lectures at home so they have the ability to experiement and play with the subject too.</SPAN></P>",0,"2012-05-25 05:11:49"
2084,29,1,3,5406,12,0,12,11,"youtube#2H4RkudFzlc","From PLAY! 1.0",2,"2012-11-04 23:30:24"
2086,29,1,4,2473,0,12,12,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-size:22;color:#008000;font-style:italic;"">Creating a challenge is a very hands on experience.</SPAN><SPAN STYLE=""font-size:22;color:#000000;""> One might want to create their own video  or take photos, remix media, or create or play a game and so on. Arron Sams had his students conduct experiements in the classroom to make his lessons more hands-on. Can you share an experience in which you learned something you never forgot because it was hands on. Share a picture or video of that experience if you have one!</SPAN></P>",0,"2012-05-25 05:11:49"
2087,29,0,2,,0,5,12,7,"","",,""
2088,29,1,4,2474,9,11,5,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-size:24;color:#800080;"">Learning in today's world is very multidimentional.</SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN /></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-size:24;color:#008000;font-style:italic;"">There are so many ways to engage people with information that is relavent and media rich</SPAN><SPAN STYLE=""font-size:24;color:#800080;"">. </SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN /></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-size:24;color:#800080;"">Share a media tool that you have used in the past year. Attach a picture or video of the media tool you used. the media  can be high tech, low tech, or no tech.  </SPAN></P>",0,"2012-05-25 05:11:49"
2090,29,1,4,2475,0,15,9,3,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-size:24;"">Arron Sams creates questions that </SPAN><SPAN STYLE=""font-size:24;color:#008000;font-style:italic;"">encourage dialogue</SPAN><SPAN STYLE=""font-size:24;"">. He uses</SPAN><SPAN STYLE=""font-size:24;color:#008000;font-style:italic;""> open-ended questions </SPAN><SPAN STYLE=""font-size:24;"">to make his students</SPAN><SPAN STYLE=""font-size:24;color:#008000;font-style:italic;""> think critically</SPAN><SPAN STYLE=""font-size:24;""> about the subject they are learning. </SPAN></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN /></P><P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-size:24;"">Frame a question about how to create a good challenge that creates a discussion. Post it on this yourturn, and comment on other questions you see posted. Explain why or why not the questions are good. </SPAN></P>",0,"2012-05-25 05:11:49"
2091,29,0,2,,15,11,8,7,"","",,""
2093,29,0,2,,9,18,14,8,"","",,""
2095,29,0,0,2476,16,20,4,0,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN STYLE=""font-size:18;color:#0000FF;"">Have fun challenge building!!!</SPAN></P>",0,"2012-05-25 05:11:49"
17,30,0,1,998,0,0,50,50,"http://blog.funtasianyc.com/wp-content/uploads/2011/07/kids_playing1.jpg","From PLAY! 1.0",1,"2012-05-31 22:40:11"
2071,30,1,3,940,0,0,11,11,"youtube#usTpnCwN8cc","From PLAY! 1.0",2,"2012-05-31 22:40:11"
2074,30,0,2,,17,23,7,10,"","",,""
2075,30,0,2,,6,17,5,6,"","",,""
2077,30,0,2,,6,11,5,6,"","",,""
2078,30,1,4,5248,10,23,7,10,"","People play in all kinds of places and for all kinds of reasons. Share a picture or video of how you play, and tell us what it means to you!",0,"2012-11-04 18:45:45"
2079,30,1,3,5246,0,23,10,10,"youtube#Unjpo_WmXM8","From PLAY! 1.0",2,"2012-11-04 18:40:57"
2082,30,1,4,5256,17,9,7,14,"","Try playing this game called Bloons. Once youâ€™re done, tell us about your strategies and what it felt like to keep trying to play the game.",0,"2012-11-04 18:50:41"
4509,30,0,5,5243,11,13,6,10,"","Having ideas fail can be just as useful as having them succeed. Noticing how things fail can provide important clues about how the problem works. Often when we fail, we discover new ideas and solutions. We do this when we play without even realizing it. Can you explain a time when you played and failed and describe what you learned from the experience?",0,"2012-11-04 18:36:51"
4510,30,0,8,5245,12,3,3,5,"http://brickartist.com/category/gallery/","",0,"2012-11-04 18:40:06"
4513,30,0,5,5247,0,11,6,12,"","Playing is not always about solving a specific problem. It can be about just messing around out and seeing what happens. How do you experiment in your everyday life? What are some of your favorite ways of playing that use experimentation?",0,"2012-11-04 18:44:06"
4514,30,0,0,5261,11,0,13,2,"","<font size=""5""><span helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" font-size:="""" x-large;="""" color:="""" rgb(0,="""" 128,="""" 0);="""" ""=""""><b><font color=""#ff0000"">Play</font></b></span><span helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" font-size:="""" x-large;="""" ""=""""><b><font color=""#ff0000"">&nbsp;is everywhere!</font></b>&nbsp;The new media literacy&nbsp;</span><span helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" font-size:="""" x-large;="""" color:="""" rgb(0,="""" 128,="""" 0);="""" font-weight:="""" bold;="""" ""="""">play</span><span helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" font-size:="""" x-large;="""" ""="""">&nbsp;is the capacity to experiment with oneâ€™s surroundings as a form of problem solving.</span></font>",0,"2012-11-04 19:02:51"
4515,30,0,0,5263,15,3,8,5,"","<font size=""4""><span helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" font-size:="""" 18px;="""" font-weight:="""" bold;="""" font-style:="""" italic;="""" ""="""">For problem-solving,</span><span georgia,="""" ""times="""" new="""" roman"",="""" times,="""" serif;="""" color:="""" rgb(0,="""" 128,="""" 0);="""" font-weight:="""" bold;="""" font-style:="""" italic;="""" ""="""">&nbsp;<font color=""#ff0000""><b>play</b></font></span><span helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" font-size:="""" 18px;="""" font-weight:="""" bold;="""" font-style:="""" italic;="""" ""="""">&nbsp;can be a really useful way to find and test new ideas.</span><span helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" font-size:="""" 18px;="""" ""="""">&nbsp;Nathan Sawaya is a â€œBrick Artistâ€ who played with Legos as a child, but it wasnâ€™t until after college that he used Legos to create meaningful art pieces. In talking about his process he said, â€œI sketch out almost all my projects. I like to have an idea of what the finished sculpture will look like before I start building.â€</span></font>",0,"2012-11-04 19:08:51"
4516,30,0,8,5255,14,9,3,3,"http://ninjakiwi.com/Games/Bloons-Games/Bloons.html","",0,"2012-11-04 18:50:25"
18,31,0,1,937,0,0,50,50,"http://files/ca7c0ae6-e7e8-4092-8d41-ab29c4278890.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
2056,31,1,5,5,0,13,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
2057,31,1,4,2457,16,3,8,3,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>do you have linsanity?</SPAN></P>",0,"2012-05-25 05:11:47"
2058,31,0,0,2458,0,6,9,5,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>Of all the drives, dunks and dazzling shots Jeremy Lin is forcing upon the stars of the NBA, none of it compares with the moves he's putting on a larger collection of everyday people.  Jeremy Lin has dribbled America into the previously quiet corner of its casual prejudice and lazy stereotypes of Asian Americans.  The true beauty of his story is in awareness of the ugliness that has been found there.  It's been barely two weeks since the beginning of a tale that rocked the sports world with great basketball and bad puns, but so much already has changed. When America now looks at Lin, it should see more than an Asian American kid from Harvard who overcame ignorance at every level to become a star guard for the New York Knicks.  America should see itself in the murky reflection of a society that has long considered it reasonable to publicly categorize Asian Americans in ways that would never be acceptable for other, more vocal minorities.  America should see the writer from Foxsports.com who began the barrage of ignorance last week by tweeting a tired joke about the assumed size of Lin's manhood. The guy apologized, but his company did not, which should not be surprising considering Fox Sports is also the outfit that last fall aired a segment in which a reporter ridiculed Asian Americans at USC for not understanding football.  Can you imagine a major American media company tolerating this sort of blatant racism if it were directed toward any of Lin's African American teammates?  America should see the game video from the Knicks' MSG network in which cameras focused on a homemade sign that showed Lin's face above a fortune cookie with the words, ""The Knicks Good Fortune.''  Can you imagine, five months from now, that same television director willingly airing a shot of a sign that made fun of the heritage of a Latino member of the New York Mets?  If America has the stomach, it should even watch the tape of the WNYW morning show in New York where one of the anchors, upon hearing a reporter list Lin's physical attributes, asked, ""What about his eyes?""  The newsman made the slur, he sort of winked with glee, the entire news desk laughed and I'm thinking, you're kidding me, right? In a media world that is reluctant to even cite a subject's ethnicity unless it is relevant, it's suddenly OK to openly laugh about Lin's cultural characteristics because, well, because he's Asian American and everybody does it?  ""In this country, Asian Americans are stereotyped as the meek and the mild, the ones who will always take the racism,"" said Daryl Maeda, an associate professor of ethnic studies at the University of Colorado who specializes in Asian American studies. ''There is a perception that it's OK to offend Asian Americans because they simply won't fight back.''  There was finally push-back last weekend at ESPN, which fired one employee and suspended another for separately describing the Knicks' first loss with Lin as a starter as a ""Chink in the armor.""  The guy who was fired amazingly felt confident enough to put it in a mobile website headline. The guy who was suspended said it on the air during a conversation, and it seemed impulsive enough that he was probably just throwing out a clichÃ© without thinking.  In marginalizing the Jeremy Lin story, that newsman actually illustrated its real importance. This newfound basketball force has forced Americans to take a deep breath and think. He has forced America to realize it has become too comfortable compartmentalizing Asian Americans with a list of stereotypes that are misguided, mean-spirited and just plain wrong.  Such as that one that says, you know, they can't play sports.  ""The one thing I think is interesting about this whole Jeremy Linsanity is that it has forced us to think about how we think and talk about race in general,'' Maeda said. ""Asian Americans have long been put into this safe little slot, and Jeremy has taken us out of those places.''  This is what sports does. This is one reason sports matters. Through the shared understanding of the human condition that so publicly exists in sports, society is often forced into self-realization and change, and where else can that happen?  America really needs to watch the ""Saturday Night Live'' skit in which three sports reporters laughingly discuss Lin while using Asian American slurs, yet when a fourth newsman tries to discuss other Knicks by using African American slurs, they become offended.  ""This all shows how Asian Americans have long been the invisible minority,'' Maeda said.  Not right now, not in NBA's biggest city, as the most celebrated Asian American in league history is in the backcourt for one of the NBA's marquee teams, in the center of what could end up being the sports story of the year.  Jeremy Lin's heritage is a wonderful part of this story and should not be ignored. But can't we do that without being ignorant?</SPAN></P>",0,"2012-05-25 05:11:47"
2059,31,0,0,2459,16,0,8,3,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>It came at the end of the seventh win last night. The camera had panned lovingly on Jeremy Linâ€™s face throughout the game, even, maybe especially when he wasnâ€™t playingâ€”he was the go-to reaction shot. It was as if the whole game was in his POV. He remained goofy if also focused, a kind of playful skittering energy coming off him on the bench, as if he just wanted to get back out there. Now it was the end, the team had won again, seven straight wins in a row. As the interview with him paused, a picture of a giant fortune cookie with his face in the middle, his now-trademark blue tongue sticking out, and a banner written like a Fortune Cookie read â€œKnicks Good Fortune.â€  I thought of his grandmother in Taiwan watching from home, and hoped she just laughed. I was in a shocked silence. Iâ€™d gone to a bar near my house to watch it. No one else had reacted, or if they did, they were in a shocked silence too. The three nice older white women near me who had been affectionately watching each time Lin came on kept glancing over, for one more shot.  When I thought about it, it was the kind of thing I hoped wasnâ€™t going to happen. What made it worse was that they were panning to the cheering Asian fans still holding up their giant signs made from pictures of his head, shaking them as the camera passed over them.  We were no longer in Jeremyâ€™s POV.  ***  In the first two days, just after February 4, 2012, for most of us, Lin was a thirty-second whirl on a YouTube clip and a basketball arena full of people cheering, a status update from someone you didnâ€™t know cared about basketball, a headline that didnâ€™t quite mean anything to you until it did and then you thought â€œThis kid is everywhere.â€ This kid. 6â€™3â€, 200 lbs., a great smile, like he was having the best time ever. There were nicknames, headlines, blog posts that began â€œI donâ€™t normally write about sports/care about basketball/donâ€™t want to seem like another Asian guy/girl who loves this guy butâ€ . . . Yes. But-but-but-but. It just kept coming, there were all these games being played that very next week. By Day 3 you could already get a Fathead decal of him for your room, as big as the wall, and by Thursday, Day 5, Spike Lee was seeking nominations on his Twitter feed for a new nickname for this kid, and for four hours he tweeted his favorites. He decided a winner but who knows if anyone uses it, no disrespect to Spike, because by then that was a leaf in a storm. Just on Twitter alone, for example, where people often go to ask questions of the Internet that they wonâ€™t Google, the gamut ran from â€œWhyâ€™s everyone talking about this guy?â€ to â€œWho is this guyâ€ to â€œ#LINSANITY [Enter score sports move praise here] [SOMETHING IN ALL CAPS HERE].â€ (All caps made a comeback in the last year, but never did you notice more than now.)  A forest of columns and blog posts appeared as everyone ran something of an op-ed about him. He was link-bait, like-bait, there were encomiums and paeans and stats, followed by dismissals, which were then followed by more games, more scoring, more YouTube videos, followed by more praise, more doubters. Memes. People were fighting pro-Lin/con-Lin like they were Democrats and Republicans and this was Bush vs. Gore. There was a FOX Sports commentator Tweet scandal followed by a demand for an apology and then the apology came, there was Magic Johnson on SportsCenter talking down a naysayer, explaining the elements of his technique (Shorter Magic: he reads the defense like one of those books he plays at opening before games, and then he walks through the holes).  By then it was the Lakers, the big time, Kobe Bryant saying â€œWhoâ€™s this kidâ€ and then finding out. It was the fourth game of the Linsanity. The next night the Knicks played the Timberwolves, where no one reported the booing you can hear if you listen hard, and they tried to hobble him. By the time he left the court, he told the New York Times reporter afterward, â€œIâ€™m just a little numb. I canâ€™t feel my legs right now.â€ But he still made a final free-throw shot that helped the team take home another win.  He had two days off till the next game, but it didnâ€™t matter. The Linsanity didnâ€™t care, doesnâ€™t care, it doesnâ€™t care what you want, it doesnâ€™t care if you love him or hate him, it doesnâ€™t care if heâ€™s even playing because come on, YouTube, and here is a blog post about his new apartment, itâ€™s bigger than you and it doesnâ€™t care that you resent that part of it tooâ€”no one canâ€™t stop it. You can play him on NBA 2K12 (though maybe wait until the update, due out tomorrow), read the â€œHey Girlâ€ Ryan Gosling meme now starring Jeremy Lin, you can make a sign, like the fangirl who held up a Linderella poster with a cut-out for her face as the camera swept the Garden. And the whole time, we all think we know him: Asian Americans, Asian American Christians, Christians, Asian American Sports fans, Sports fans, Knicks fans, people who are just nice, also the mean ones, the nasty ones, the haters and the racists and the â€˜if heâ€™s famous in a week Iâ€™m a hater automaticallyâ€™ crowd, they are all trying to tag him, it is like watching everyone come off the bleachers, all over America, and rush this one kid to hug him or put him on their shoulders or hold him down.  Also China, Taiwan and the Phillippines, who added Knicks games to their markets on the third morning of the Linsanity. They came off the benches too. China decided he was Chinese. Taiwan was all â€œNot so fast,â€ but as Deadspin put it, â€œToo bad yâ€™all. Heâ€™s â€™murican.â€™â€  Meanwhile, somewhere on Wall Street, MSGâ€™s stock price rose six percent that week to an all-time highâ€”as CNBC reporter Darren Rovell Tweeted, MSGâ€™s market cap has grown $228 million since February 4, during which time they paid Lin just $48,100, which means he brought them a 474,000-percent return on their money that week. What kind of bonus do you get on that? Also? That Knicks/Timberwolves game Lin played in had the highest Nielsen rating of any Knicks game in a year.  If you look, just beyond the rings of videos of him leaping and leaping again to his Megastardom, you can find a YouTube channel for him. Most people have not found this, because there are just 74,000  subscribers as of today, though that number has been growing at a rate of 5k per day since I first checked it last Saturday. The page features a logo sure to be on a sneaker by next Monday, probably. There are a few video diaries of him, hanging out with friends and training like a maniac all day. â€œDay 1â€ starts with a flash of his abs as he dramatically, self-mockingly, gets out of bed in his basketball shorts, eats an enormous Dennyâ€™s breakfast with a T-bone and eggs and potatoes, chooses his sneakers from the rows neatly lined up in his car trunk, and then there are the weights, the drills, a change of clothes, a handful of t-shirts wrung out in the parking lot as the cameraman skeeves out. It was made back when he wasnâ€™t particularly famous and mocks itself some even as it is also sincere for the fansâ€”and when you see how he trains, you understand how the skinny kid is strong.  The self-mocking reaches perfection in a hilarious confession that he failed his first driverâ€™s test for driving too slow. Hilarious because of the Asians canâ€™t drive thing and of course one of the Top Linsanity Tweets is â€œWHO SAYS ASIANS CANâ€™T DRIVE?â€ Heâ€™s SNL-ready (come on SNLâ€”you know you want this Jeremy Lin driving skit), but heâ€™s also just a good-looking goofy kid with a big smile on his face who is much stronger than you think, looking like he is having more fun than anyone on the court except maybe his team-mates. And it may be as easy as this, to understand whatâ€™s happening.  For years, fans have been mourning the lack of a love of the game at the pro level, tired of the unsmiling giant millionaire players with tattoos like MMA fighters, epic scandals and no ability to get the fans roaring on their feet. Many had gone back to college ball to remember the love of the game, sick of the epic ticket costs and the cable premium charges and now the cable company battles. It may be that the biggest part of whatâ€™s happening is that itâ€™s just great, just plain great, to see someone smiling his way down the court, and not like a dope, but like the guy whoâ€™s about to go around you to the hoopâ€”and get there.     ***  Thereâ€™s a light coming off that giant horrible Fortune Cookie, and in it, you can see there are two games Lin is playing and winningâ€”one is basketball, the other is the game the American media complex plays in making you think X about Asians. Winning one wins the otherâ€”he makes changing the world look as easy as playing ball. All that sad bullshit coming after him, the Jason Whitlock jokes, the â€œheâ€™s just getting attention because heâ€™s Asianâ€ stuff, the Fortune Cookie graphics, itâ€™s all an attempt to put him back in his place, back behind the curtain, to make sure he doesnâ€™t really appear. And itâ€™s too late. Many people were making money off of the way things used to beâ€”now they are making money off of the new way. Something in the power of his game has tipped the balance and the kid is money now, literallyâ€”he has the ratings on his side, the web traffic, the new army of fans, his team. This isnâ€™t an equal opportunity hire, no one at the Knicks did this to be nice to Asian peopleâ€”the fortune cookie proves that. No, the people in the Skybox are getting paid. Lin has managed to make something bigger than their bullshit and heâ€™s riding it out from behind the stage. And a month from now will be the first spring all the coaches in America go through their teams one more time for the Asian kid they missed. Theyâ€™ll never miss him again. </SPAN></P>",0,"2012-05-25 05:11:47"
2060,31,0,2,935,9,6,14,5,"http://files/dafbab99-7534-4878-8953-0c96fd81c5e0.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
2099,31,1,3,934,0,0,15,6,"youtube#XzjsgS5XwY4","From PLAY! 1.0",2,"2012-05-31 22:40:11"
2061,32,1,5,5,0,13,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
2062,32,0,0,2460,15,0,7,3,"","",0,"2012-05-25 05:11:47"
2063,32,1,4,2461,15,3,7,3,"","",0,"2012-05-25 05:11:47"
2064,32,0,0,2462,0,7,9,6,"","<P STYLE=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><SPAN>A number of radical Islamic groups including Muslims Against Crusades (MAC) gathered outside the embassy on the 10th anniversary of the attacks.  The group of around 100 men shouted ""USA terrorists"", brandished anti-American placards and chanted through a loudhailer.  Several members of the Muslim groups made anti-American speeches following the flag burning.  One said: ""You will always face suffering, you will always face humiliation, unless you withdraw your troops from Muslim lands.""  Another declared that America had been ""defeated in Iraq and defeated in Afghanistan"". Related Articles      Manhattan falls silent 10 years on     11 Sep 2011      St Paul's marks 10th anniversary of 9/11     11 Sep 2011      Manhattan falls silent 10 years on     11 Sep 2011      9/11 remembered around the world     11 Sep 2011  Members of the group publicly burned a poppy on Armistice Day in a similar stunt.  However, a small opposing group of Muslims - some of whom had travelled hundreds of miles to rebut the extremists - staged a counter-demonstration nearby, holding up placards reading ""Muslims Against Extremism"" and ""If You Want Sharia, Move To Saudi"".  Abdul Sallam, 41, who was waving a sign that read ""Keep The Silence"", travelled down to London from his home in Glasgow to show the strength of his feelings.  He said: ""I'm a Muslim. What they're doing is bringing shame on all Muslims. This is not part of the teachings of Islam.  ""Islam teaches you that when you see anything bad or evil, you should speak out against it.  ""If the moderate Muslims all came out and spoke out, that would defeat them.  ""I am proud to be British. I love my country. All these people are doing is breaking Britain apart.""  One of the Grosvenor Square memorial service attendees, who did not want to be named, said the protesters should be stopped from standing just across the road from the embassy and using a loud megaphone.  The man, whose cousin died in the terror attacks, said: ""They shouldn't be allowed to do it. It's very disrespectful. It's too loud.""  He added: ""They can say what they want but not with the loudspeaker.""  Earlier a group of right-wing English Defence League protesters, who had gathered in response to the demonstration, were ordered to move on to accommodate the MAC supporters.  The 60-strong group of EDL supporters briefly scuffled with police as they were forced away from their original location to a different part of Grosvenor Square. </SPAN></P>",0,"2012-05-25 05:11:47"
2065,32,0,2,,9,7,14,6,"","",,""
2873,32,0,1,,1,1,1,1,"","",,""
2048,33,1,5,5,0,15,6,8,"","What Do You Think?",0,"2012-05-25 04:23:55"
2052,33,0,0,2454,15,0,7,3,"","",0,"2012-05-25 05:11:47"
2053,33,1,4,2455,15,3,7,3,"","",0,"2012-05-25 05:11:47"
2054,33,0,0,2456,0,6,9,5,"","",0,"2012-05-25 05:11:47"
2055,33,0,2,939,9,6,14,5,"http://files/0fd82e8c-c7b8-4e2b-99c0-528a82e98721.jpg","From PLAY! 1.0",1,"2013-04-25 22:50:37"
2032,34,0,0,7809,0,0,6,4,"","<div class=""autofill""><p style=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><span style=""font-size:20;color:#008000;font-weight:bold;"">Make it Aesthetically Pleasing</span></p><p style=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><span></span></p><p style=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><span style=""font-size:20;"">Think about the principles of graphic design: balance, proximity, alignment, repetition/consistency, contrast, white space</span></p></div>",0,"2013-04-07 22:32:55"
2035,34,1,3,5422,6,0,10,9,"youtube#yejtZgzB5Ik","From PLAY! 1.0",2,"2012-11-05 00:18:29"
2036,34,0,0,7813,8,29,6,8,"","<div class=""autofill""><p style=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><span style=""font-size:20;color:#008000;font-weight:bold;""></span></p><p style=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><span style=""font-size:20;color:#008000;font-weight:bold;"">Consider a Preferred Path</span></p><p style=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><span></span></p><p style=""font-size:12;font-family:Portable User Interface;color:#000000;font-weight:normal;font-style:normal;text-align:Left;""><span style=""font-size:18;"">Layout doesnâ€™t have to (and canâ€™t entirely) be linear, but it might help newbies or left-brain thinkers to design a sort of logical default or â€œpath of least resistance.â€</span></p></div>",0,"2013-04-07 22:33:48"
2037,34,0,0,7811,16,0,8,2,"","<div class=""autofill""><p style=""font-family:"" helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" color:="""" rgb(0,="""" 0,="""" 0);="""" font-weight:="""" normal;="""" font-style:="""" text-align:="""" left;="""" ""=""""><span style=""color: rgb(0, 128, 0); font-weight: bold; ""><font size=""5"">Choose Productive Media Elements</font></span></p></div>",0,"2013-04-07 22:33:19"
2038,34,0,2,,20,2,4,9,"","",,""
2039,34,0,0,7814,7,18,7,5,"","<div class=""autofill""><p style=""font-family:"" helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" color:="""" rgb(0,="""" 0,="""" 0);="""" font-weight:="""" normal;="""" font-style:="""" text-align:="""" left;="""" ""=""""><span style=""color: rgb(0, 128, 0); font-weight: bold; ""><font size=""3"">Consider whether itâ€™s important that a wide audience is familiar with the concept/person you show.</font></span></p></div>",0,"2013-04-07 22:34:55"
2040,34,0,2,,16,2,4,9,"","",,""
2042,34,0,0,7816,0,12,11,6,"","<div class=""autofill""><p style=""font-family:"" helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" color:="""" rgb(0,="""" 0,="""" 0);="""" font-weight:="""" normal;="""" font-style:="""" text-align:="""" left;="""" ""=""""><font size=""5""><span style=""color: rgb(0, 128, 0); font-weight: bold; "">Consider Accessibility</span> </font></p><p style=""font-family:"" helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" color:="""" rgb(0,="""" 0,="""" 0);="""" font-weight:="""" normal;="""" font-style:="""" text-align:="""" left;="""" ""=""""><span style=""font-weight:bold;""><font size=""5"">Very long videos may be excessive </font></span></p><p style=""font-family:"" helvetica="""" neue"",="""" helvetica,="""" arial,="""" sans-serif;="""" color:="""" rgb(0,="""" 0,="""" 0);="""" font-weight:="""" normal;="""" font-style:="""" text-align:="""" left;="""" ""=""""><span style=""font-weight: bold; ""><font size=""5"">â€œ...stick to one idea, one topic and one main point, and say it as briefly as possible without leaving out all of your good stuffâ€</font></span></p></div>",0,"2013-04-07 22:36:00"
2044,34,0,2,,0,18,7,11,"","",,""
